Region,BHK,Title,SQFT,Rate,Bathrooms,Type,Possession,Price
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,525,8571.0,1 Bathrooms,Sale,Jun'18,45.0
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,424,7127.0,1 Bathrooms,Sale,Dec'18,30.21
Whitefield,1,1BHK Apartment in Whitefield,588,6837.0,1 Bathrooms,Sale,Jun'20,40.2
Whitefield,1, 1 BHK Apartment in Whitefield,588,9643.0,1 Bathrooms,Sale,Dec'20,56.7
Whitefield,1, 1 BHK Apartment in Whitefield,626,9744.0,1 Bathrooms,Sale,Dec'20,61.0
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,437,7132.0,1 Bathrooms,Sale,Dec'18,31.16
Whitefield,1,1BHK Apartment in Whitefield,626,9201.0,1 Bathrooms,Sale,Dec'20,57.6
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,626,6128.0,1 Bathrooms,Sale,Dec'20,38.36
Whitefield,1,1BHK Apartment in Whitefield,462,6426.0,1 Bathrooms,Sale,Dec'21,29.69
Whitefield,1,1BHK Apartment in Whitefield,518,4633.0,1 Bathrooms,Sale,Dec'20,24.0
Whitefield,1,1BHK Apartment in Whitefield,754,6082.0,2 Bathrooms,Sale,Apr'18,45.85
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,429,8573.0,1 Bathrooms,Sale,Dec'19,36.78
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,437,7125.0,1 Bathrooms,Sale,Dec'18,31.13
Whitefield,1,1BHK Apartment in Whitefield,454,7278.0,1 Bathrooms,Sale,Mar'18,33.04
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,460,7998.0,1 Bathrooms,Sale,Dec'19,36.79
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,624,7532.0,1 Bathrooms,Sale,Mar'18,47.0
Whitefield,1,1BHK Apartment in Whitefield,435,6828.0,1 Bathrooms,Sale,Jul'21,29.7
Whitefield,1,1BHK Apartment in Whitefield,614,9756.0,1 Bathrooms,Sale,Dec'19,59.9
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,454,8564.0,1 Bathrooms,Sale,Dec'19,38.88
Whitefield,1,1BHK Apartment in Whitefield,614,8958.0,1 Bathrooms,Sale,Mar'19,55.0
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,424,7120.0,1 Bathrooms,Sale,Dec'18,30.18
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,429,8573.0,1 Bathrooms,Sale,Dec'19,36.78
Whitefield,1,1BHK Apartment in Whitefield,462,6141.0,1 Bathrooms,Sale,Dec'21,28.37
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,626,6127.0,1 Bathrooms,Sale,Dec'20,38.35
Whitefield,1,1BHK Apartment in Whitefield,626,9489.0,1 Bathrooms,Sale,Jun'20,59.4
Whitefield,1, 1 BHK Apartment in Whitefield,493,6283.0,1 Bathrooms,Sale,May'18,30.97
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,424,7127.0,1 Bathrooms,Sale,Dec'18,30.21
Whitefield,1,1BHK Apartment in Whitefield,497,8451.0,1 Bathrooms,Sale,Mar'18,42.0
Whitefield,1,1BHK Apartment in Whitefield,350,12000.0,1 Bathrooms,Sale,Mar'18,42.0
Whitefield,1,Semi Furnished 1BHK Apartment in Whitefield,437,7128.0,1 Bathrooms,Sale,Dec'18,31.14
Whitefield,2,Semi Furnished 2BHK Apartment in Kadugodi,949,8418.0,2 Bathrooms,Sale,Feb'18,79.89
Whitefield,2,2BHK Apartment in Whitefield,789,10009.0,2 Bathrooms,Sale,Apr'18,78.97
Whitefield,2,2BHK Apartment in Whitefield,734,11308.0,2 Bathrooms,Sale,May'18,83.0
Whitefield,2,2BHK Apartment in Whitefield,1352,5547.0,2 Bathrooms,Sale,Jan'18,75.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,733,8142.0,2 Bathrooms,Sale,Nov'19,59.67
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,707,7496.0,2 Bathrooms,Sale,May'18,53.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,908,10463.0,2 Bathrooms,Sale,Jun'18,95.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,777,8366.0,2 Bathrooms,Sale,Jun'18,65.0
Whitefield,2,2BHK Apartment in Whitefield,708,7062.0,2 Bathrooms,Sale,Dec'18,50.0
Whitefield,2,2BHK Apartment in Whitefield,867,6344.0,2 Bathrooms,Sale,May'18,55.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,786,7715.0,2 Bathrooms,Sale,Dec'20,60.64
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,945,6129.0,2 Bathrooms,Sale,Dec'20,57.91
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,708,7130.0,2 Bathrooms,Sale,Dec'18,50.47
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,1021,8574.0,2 Bathrooms,Sale,Dec'19,87.54
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,1200,704.0,2 Bathrooms,Sale,May'18,8.45
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,708,7126.0,2 Bathrooms,Sale,Dec'18,50.44
Whitefield,2,2BHK Apartment in Whitefield,515,11456.0,2 Bathrooms,Sale,Jan'18,59.0
Whitefield,2,2BHK Apartment in Whitefield,893,6383.0,2 Bathrooms,Sale,May'18,57.0
Whitefield,2,2BHK Apartment in Whitefield,875,6400.0,2 Bathrooms,Sale,May'18,56.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,1050,10000.0,2 Bathrooms,Sale,Jun'18,105.0
Whitefield,2,2BHK Apartment in Whitefield,900,8556.0,2 Bathrooms,Sale,Jul'18,77.0
Whitefield,2,2BHK Apartment in Whitefield,855,8234.0,2 Bathrooms,Sale,Dec'18,70.4
Whitefield,2,Semi Furnished 2BHK Apartment in Varthur,1000,6700.0,2 Bathrooms,Sale,May'18,67.0
Whitefield,2,2BHK Apartment in Whitefield,1050,6190.0,2 Bathrooms,Sale,Jun'18,65.0
Whitefield,2,2BHK Apartment in Whitefield,857,8693.0,2 Bathrooms,Sale,May'18,74.5
Whitefield,2,2BHK Apartment in Whitefield,970,5979.0,2 Bathrooms,Sale,May'18,58.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,900,8556.0,2 Bathrooms,Sale,Dec'18,77.0
Whitefield,2,Semi Furnished 2BHK Apartment in Whitefield,1135,9002.0,2 Bathrooms,Sale,Dec'19,102.0
Whitefield,2,2BHK Apartment in Whitefield,993,10574.0,2 Bathrooms,Sale,May'18,105.0
Whitefield,2,2BHK Apartment in Whitefield,658,3585.0,2 Bathrooms,Sale,Dec'20,23.59
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1232,11526.0,3 Bathrooms,Sale,Feb'18,142.0
Whitefield,3,3BHK Apartment in Whitefield,1050,6381.0,3 Bathrooms,Sale,May'18,67.0
Whitefield,3,Fully Furnished 3BHK Apartment in Whitefield,1750,16000.0,3 Bathrooms,Sale,May'18,280.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,2215,6772.0,4 Bathrooms,Sale,Feb'18,150.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1116,8141.0,3 Bathrooms,Sale,Oct'19,90.85
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1239,7829.0,3 Bathrooms,Sale,May'18,97.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1190,7143.0,3 Bathrooms,Sale,Jun'18,85.0
Whitefield,3,3BHK Apartment in Whitefield,1039,7315.0,3 Bathrooms,Sale,Dec'18,76.0
Whitefield,3,3BHK Apartment in Whitefield,1365,8791.0,3 Bathrooms,Sale,May'18,120.0
Whitefield,3,3BHK Apartment in Whitefield,1477,4401.0,2 Bathrooms,Sale,Jan'18,65.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1127,7714.0,3 Bathrooms,Sale,Dec'20,86.94
Whitefield,3,Fully Furnished 3BHK Apartment in Whitefield,1660,9036.0,3 Bathrooms,Sale,May'18,150.0
Whitefield,3,3BHK Apartment in Whitefield,1580,4114.0,2 Bathrooms,Sale,May'18,65.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1131,8568.0,3 Bathrooms,Sale,May'18,96.9
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1095,6128.0,3 Bathrooms,Sale,Dec'20,67.1
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1127,9583.0,3 Bathrooms,Sale,May'18,108.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1144,6119.0,3 Bathrooms,Sale,Jun'18,70.0
Whitefield,3,Fully Furnished 3BHK Apartment in Whitefield,1097,6837.0,3 Bathrooms,Sale,May'18,75.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1279,8053.0,3 Bathrooms,Sale,Jun'18,103.0
Whitefield,3,3BHK Apartment in Whitefield,1490,5705.0,3 Bathrooms,Sale,Aug'18,85.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1005,4478.0,3 Bathrooms,Sale,May'18,45.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1039,7127.0,3 Bathrooms,Sale,Dec'18,74.05
Whitefield,3,3BHK Apartment in Whitefield,2180,8394.0,4 Bathrooms,Sale,Jul'18,183.0
Whitefield,3,3BHK Apartment in Whitefield,1655,6224.0,3 Bathrooms,Sale,May'18,103.0
Whitefield,3,3BHK Apartment in Whitefield,2210,7622.0,3 Bathrooms,Sale,Dec'18,168.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1833,8574.0,3 Bathrooms,Sale,Dec'19,157.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1147,8140.0,3 Bathrooms,Sale,Dec'19,93.36
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,2695,10843.0,3 Bathrooms,Sale,May'18,292.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1127,6389.0,3 Bathrooms,Sale,May'18,72.0
Whitefield,3,Semi Furnished 3BHK Apartment in Whitefield,1051,8088.0,3 Bathrooms,Sale,May'18,85.0
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,333,7856.0,1 Bathrooms,Sale,Aug'20,26.16
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,488,7172.0,1 Bathrooms,Sale,Aug'20,35.0
Sarjapur Road,1,1.5 BHK Apartment in Sarjapur Road,490,7296.0,1 Bathrooms,Sale,Jun'20,35.75
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,442,8688.0,1 Bathrooms,Sale,May'19,38.4
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,442,8665.0,1 Bathrooms,Sale,May'19,38.3
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,484,8264.0,1 Bathrooms,Sale,Mar'19,40.0
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,484,8264.0,1 Bathrooms,Sale,Mar'19,40.0
Sarjapur Road,1, 1 BHK Apartment in Sarjapur Road,597,10430.0,1 Bathrooms,Sale,May'19,62.26
Sarjapur Road,1, 1 BHK Apartment in Sarjapur Road,540,7739.0,1 Bathrooms,Sale,Mar'19,41.79
Sarjapur Road,1, 1 BHK Apartment in Sarjapur Road,398,7453.0,1 Bathrooms,Sale,Mar'19,29.66
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,484,8058.0,1 Bathrooms,Sale,Oct'18,39.0
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,484,6433.0,1 Bathrooms,Sale,Nov'18,31.13
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,491,7006.0,1 Bathrooms,Sale,Apr'18,34.4
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,513,7864.0,1 Bathrooms,Sale,Apr'18,40.34
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,484,9298.0,1 Bathrooms,Sale,May'19,45.0
Sarjapur Road,1, 1 BHK Apartment in Sarjapur Road,578,8852.0,1 Bathrooms,Sale,,51.16
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,491,7128.0,1 Bathrooms,Sale,Aug'18,35.0
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,488,7523.0,1 Bathrooms,Sale,Aug'20,36.71
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,484,6425.0,1 Bathrooms,Sale,Nov'18,31.09
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,480,6430.0,1 Bathrooms,Sale,Nov'18,30.86
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,491,7004.0,1 Bathrooms,Sale,Mar'18,34.39
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,490,7916.0,1 Bathrooms,Sale,Mar'18,38.79
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,480,6424.0,1 Bathrooms,Sale,Nov'18,30.83
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,490,7916.0,1 Bathrooms,Sale,Mar'18,38.79
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,484,8264.0,1 Bathrooms,Sale,Mar'19,40.0
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,329,7599.0,1 Bathrooms,Sale,Apr'18,25.0
Sarjapur Road,1,1BHK Apartment in Sarjapur Road,406,3571.0,1 Bathrooms,Sale,Mar'19,14.5
Sarjapur Road,1, 1 BHK Apartment in Sarjapur Road,485,9297.0,1 Bathrooms,Sale,Apr'18,45.09
Sarjapur Road,1, 1 BHK Apartment in Sarjapur Road,464,9791.0,1 Bathrooms,Sale,Mar'21,45.42
Sarjapur Road,1,Semi Furnished 1BHK Apartment in Sarjapur Road,484,6431.0,1 Bathrooms,Sale,Nov'18,31.12
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,689,8005.0,2 Bathrooms,Sale,Dec'20,55.15
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,689,6427.0,2 Bathrooms,Sale,Nov'19,44.28
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,1412,5595.0,3 Bathrooms,Sale,Jun'18,79.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,793,7314.0,2 Bathrooms,Sale,Sep'18,58.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,725,4276.0,2 Bathrooms,Sale,Jun'18,31.0
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,916,6999.0,2 Bathrooms,Sale,May'18,64.1
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Kasavanahalli,785,7145.0,2 Bathrooms,Sale,Aug'18,56.09
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,689,8655.0,2 Bathrooms,Sale,May'19,59.63
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,822,9010.0,2 Bathrooms,Sale,May'18,74.06
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,914,6893.0,2 Bathrooms,Sale,Jan'18,63.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,659,7132.0,2 Bathrooms,Sale,Aug'20,47.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,659,7132.0,2 Bathrooms,Sale,Aug'20,47.0
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,778,8004.0,2 Bathrooms,Sale,May'19,62.27
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,945,11640.0,2 Bathrooms,Sale,May'18,110.0
Sarjapur Road,2,2 BHK Apartment in Sarjapur Road,925,357.0,2 Bathrooms,Sale,May'18,3.3
Sarjapur Road,2,2 BHK Apartment in Sarjapur Road,925,357.0,2 Bathrooms,Sale,May'18,3.3
Sarjapur Road,2,2 BHK Apartment in Sarjapur Road,925,357.0,2 Bathrooms,Sale,May'18,3.3
Sarjapur Road,2,2 BHK Apartment in Sarjapur Road,925,357.0,2 Bathrooms,Sale,May'18,3.3
Sarjapur Road,2,2 BHK Apartment in Sarjapur Road,925,357.0,2 Bathrooms,Sale,May'18,3.3
Sarjapur Road,2,2 BHK Apartment in Sarjapur Road,685,7737.0,2 Bathrooms,Sale,Jun'20,53.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,868,8065.0,2 Bathrooms,Sale,Jan'18,70.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,853,7155.0,2 Bathrooms,Sale,Sep'18,61.02
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,903,10520.0,2 Bathrooms,Sale,May'18,95.0
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,689,6641.0,2 Bathrooms,Sale,May'19,45.75
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,869,6128.0,2 Bathrooms,Sale,Dec'19,53.24
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,838,9004.0,2 Bathrooms,Sale,May'18,75.45
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,865,7124.0,2 Bathrooms,Sale,Dec'19,61.62
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,680,9618.0,2 Bathrooms,Sale,May'19,65.4
Sarjapur Road,2,Semi Furnished 2BHK Apartment in Sarjapur Road,903,10742.0,2 Bathrooms,Sale,May'18,97.0
Sarjapur Road,2,2BHK Apartment in Sarjapur Road,641,9048.0,2 Bathrooms,Sale,May'18,58.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1425,7930.0,3 Bathrooms,Sale,May'18,113.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1012,8696.0,3 Bathrooms,Sale,May'18,88.0
Sarjapur Road,3,3BHK Apartment in Kasavanahalli,1064,6917.0,3 Bathrooms,Sale,Jun'18,73.59
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1530,3922.0,2 Bathrooms,Sale,May'18,60.0
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,1114,6132.0,3 Bathrooms,Sale,Dec'19,68.3
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,996,6959.0,3 Bathrooms,Sale,Sep'18,69.3
Sarjapur Road,3,Fully Furnished 3BHK Apartment in Sarjapur Road,1400,4286.0,2 Bathrooms,Sale,Feb'18,60.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1600,7568.0,2 Bathrooms,Sale,Feb'18,121.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1018,7605.0,3 Bathrooms,Sale,Aug'20,77.42
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,942,6582.0,3 Bathrooms,Sale,Aug'20,62.0
Sarjapur Road,3,Fully Furnished 3BHK Apartment in Sarjapur Road,1400,12500.0,3 Bathrooms,Sale,May'18,175.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1296,9645.0,3 Bathrooms,Sale,May'18,125.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1100,8795.0,3 Bathrooms,Sale,May'18,96.75
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1061,4241.0,3 Bathrooms,Sale,Jun'18,45.0
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,810,6428.0,2 Bathrooms,Sale,Nov'18,52.06
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,1057,6433.0,3 Bathrooms,Sale,May'18,68.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1389,10079.0,3 Bathrooms,Sale,May'18,140.0
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,1187,13479.0,3 Bathrooms,Sale,May'18,160.0
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,810,6642.0,3 Bathrooms,Sale,May'19,53.8
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1224,9804.0,3 Bathrooms,Sale,May'18,120.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1480,5068.0,3 Bathrooms,Sale,May'18,75.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1015,4138.0,3 Bathrooms,Sale,Jun'18,42.0
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,944,6436.0,3 Bathrooms,Sale,Nov'18,60.75
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1088,8548.0,3 Bathrooms,Sale,May'18,93.0
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,1166,6998.0,3 Bathrooms,Sale,May'18,81.59
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,1100,5091.0,3 Bathrooms,Sale,May'18,56.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,810,8691.0,3 Bathrooms,Sale,May'19,70.4
Sarjapur Road,3,Semi Furnished 3BHK Apartment in Sarjapur Road,1267,8919.0,3 Bathrooms,Sale,May'18,113.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1105,7692.0,3 Bathrooms,Sale,May'18,85.0
Sarjapur Road,3,3BHK Apartment in Sarjapur Road,1408,11009.0,3 Bathrooms,Sale,May'18,155.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,497,8135.0,1 Bathrooms,Sale,Dec'21,40.42
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,462,5617.0,1 Bathrooms,Sale,Sep'18,25.95
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,445,5730.0,1 Bathrooms,Sale,Jul'18,25.5
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,600,5033.0,1 Bathrooms,Sale,Apr'19,30.2
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,322,5590.0,1 Bathrooms,Sale,May'18,18.0
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,600,5033.0,1 Bathrooms,Sale,Apr'19,30.2
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,742,7412.0,2 Bathrooms,Sale,Jul'18,55.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,445,6292.0,1 Bathrooms,Sale,May'18,28.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,385,6494.0,1 Bathrooms,Sale,May'18,25.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,385,6364.0,1 Bathrooms,Sale,Jan'18,24.5
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,560,7679.0,1 Bathrooms,Sale,Jul'18,43.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,600,5000.0,1 Bathrooms,Sale,May'18,30.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,,8.0,1 Bathrooms,Sale,Jul'18,30.0
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,500,7000.0,1 Bathrooms,Sale,Dec'21,35.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,442,9050.0,1 Bathrooms,Sale,May'18,40.0
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,497,7042.0,1 Bathrooms,Sale,Dec'21,35.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,441,7000.0,1 Bathrooms,Sale,May'18,30.87
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,595,5000.0,1 Bathrooms,Sale,Mar'18,29.75
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,441,8844.0,1 Bathrooms,Sale,May'18,39.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,452,9956.0,1 Bathrooms,Sale,Apr'18,45.0
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,529,7378.0,1 Bathrooms,Sale,Jun'18,39.02
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,497,7129.0,1 Bathrooms,Sale,Dec'21,35.42
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,512,9066.0,1 Bathrooms,Sale,Mar'18,46.42
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,529,7347.0,1 Bathrooms,Sale,Sep'18,38.86
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,350,4791.0,1 Bathrooms,Sale,Jan'20,16.77
Electronic City Phase I,1,Semi Furnished 1BHK Apartment in Electronic City Phase I,511,6913.0,1 Bathrooms,Sale,Sep'18,35.32
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,539,5937.0,1 Bathrooms,Sale,Mar'18,32.0
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,441,8617.0,1 Bathrooms,Sale,May'18,38.0
Electronic City Phase I,1, 1 BHK Apartment in Electronic City Phase I,497,8135.0,1 Bathrooms,Sale,May'18,40.42
Electronic City Phase I,1,1BHK Apartment in Electronic City Phase I,412,5947.0,1 Bathrooms,Sale,Mar'18,24.5
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,717,8718.0,2 Bathrooms,Sale,Jul'18,62.5
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,763,8519.0,2 Bathrooms,Sale,Mar'18,65.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,790,7975.0,2 Bathrooms,Sale,May'18,63.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,1036,5250.0,2 Bathrooms,Sale,May'18,54.39
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Electronic City Phase I,880,5068.0,2 Bathrooms,Sale,Apr'19,44.6
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,742,7412.0,2 Bathrooms,Sale,Jul'18,55.0
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Electronic City Phase I,777,6429.0,2 Bathrooms,Sale,Dec'18,49.95
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,850,4424.0,2 Bathrooms,Sale,Jun'18,37.6
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Electronic City Phase I,960,5031.0,2 Bathrooms,Sale,Apr'19,48.3
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,869,7595.0,2 Bathrooms,Sale,Dec'20,66.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,785,8790.0,2 Bathrooms,Sale,May'18,69.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,730,863.0,2 Bathrooms,Sale,May'18,6.3
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Electronic City Phase I,770,6429.0,2 Bathrooms,Sale,Dec'18,49.5
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,697,7461.0,2 Bathrooms,Sale,May'18,52.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,1025,4780.0,2 Bathrooms,Sale,May'18,49.0
Electronic City Phase I,2,Fully Furnished 2BHK Apartment in Electronic City Phase I,675,10667.0,2 Bathrooms,Sale,May'18,72.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,812,6773.0,2 Bathrooms,Sale,Jul'18,55.0
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Basapura,770,7792.0,2 Bathrooms,Sale,May'18,60.0
Electronic City Phase I,2,2BHK Apartment in Electronic City Phase I,742,7412.0,2 Bathrooms,Sale,Jul'18,55.0
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Electronic City Phase I,865,7052.0,2 Bathrooms,Sale,Dec'21,61.0
Electronic City Phase I,2,Semi Furnished 2BHK Apartment in Electronic City Phase I,825,5455.0,2 Bathrooms,Sale,May'18,45.0
Electronic City Phase I,2,2.5BHK Apartment in Electronic City Phase I,900,7000.0,2 Bathrooms,Sale,Jul'18,63.0
